full.name,ip.address,region,in.store,age,items,amount
Francis D'Amore,,2,0,59,5,416.05
Gerardo Aimonetti,103.176.110.200,1,1,44,3,54.876
Layne Reynolds,146.134.180.108,1,1,41,7,84.591
Timmy Larson,,4,0,44,4,580.74
Ora Leffler,,4,0,27,7,2442.1
Arron Daugherty,148.116.222.172,3,1,37,8,897.65
Darrick Hilpert,,3,0,43,3,1895.1
Barton Jast,83.157.79.136,1,1,26,3,693.68
Jeffery Raynor,201.45.185.93,1,1,39,6,513.0
Arnulfo Kemmer,226.197.71.250,1,1,55,2,900.99
Lazaro Haley,123.245.100.121,1,1,52,2,641.16
Cassy Jaskolski,184.101.211.140,1,1,47,2,574.95
Giovanna Wunsch,60.115.167.74,3,1,50,6,320.34
Randall Hagenes,,4,0,33,5,1074.0
Eloisa Dare,,4,0,26,1,2715.2
Elvin Prosacco,168.71.127.103,4,1,21,4,1952.6
Abe Schmidt,,2,0,85,3,265.64
Reyes Stroman,130.10.46.205,1,1,57,4,269.51
Enola Glover,157.65.182.132,4,1,33,2,1521.9
Carmelo Aufderhar,,2,0,41,6,63.8
Dung Nienow,,2,0,81,6,49.42
Rae Howell,,4,0,40,5,499.92
Chance Oberbrunner,42.107.7.80,4,1,43,6,852.66
Donte Champlin,,2,0,71,1,418.29
Julieann Kozey,27.74.229.104,3,1,52,3,797.12
Alida Cassin,120.37.127.69,3,1,42,8,245.37
Tomeka McLaughlin,,3,0,50,5,1756.0
Charise Tromp,,4,0,37,4,2925.9
Alvin Douglas,,2,0,37,6,42.862
Tyrone Padberg,,2,0,82,1,92.42
Helene Hermann,127.202.88.188,3,1,26,7,799.4
Krysten Conroy,,4,0,57,6,1038.4
Virgina O'Keefe,204.43.57.137,1,1,50,6,93.963
Jere Douglas,,4,0,26,2,2059.6
Fabiola Cole,9.190.187.46,4,1,25,1,237.41
Ross Padberg,133.142.181.38,3,1,27,7,410.69
Moriah Runolfsdottir,,4,0,49,6,2738.1
Oswaldo McDermott,,4,0,36,3,1307.1
Travis Rath,5.214.182.130,3,1,26,7,482.49
Emilio Hessel,202.72.113.21,1,1,29,5,1477.6
Cody Barton,236.114.160.101,1,1,43,2,237.5
Inez Treutel,12.222.103.1,1,1,57,4,972.33
Sharyn Miller,,4,0,30,8,1839.9
Audria Wolf,219.95.215.76,3,1,65,5,723.02
Versie Green,219.5.91.224,3,1,54,7,421.67
Earlene Hilll,,3,0,63,6,848.88
Mari Gislason,198.124.64.65,1,1,45,4,605.01
Matilda Stroman,128.45.87.107,3,1,26,4,827.08
Diedra Ortiz,,2,0,30,7,23.629
Ardis Williamson,214.83.142.239,1,1,58,4,326.94
Anastasia Wolf,48.184.25.217,1,1,30,5,703.47
Rosalind Gerhold,221.149.150.67,3,1,45,6,88.929
Tommie Huels,67.120.113.57,1,1,24,7,795.05
Henry Botsford,219.139.102.189,3,1,28,3,632.83
Hank Howell,194.206.215.176,4,1,29,2,772.42
Eddie Roob,194.149.171.207,1,1,32,8,592.28
Shane Mertz,195.58.192.83,4,1,35,2,756.81
Huey Strosin,,2,0,49,5,375.06
Tameka Hills,104.20.117.203,3,1,70,4,575.63
Lynne Quitzon,,2,0,58,6,308.97
Kelley DuBuque,32.181.66.20,4,1,41,3,944.42
Timmy Gulgowski,183.212.212.250,4,1,31,3,1633.3
Jacque Ruecker,,2,0,37,4,342.77
Garrett Borer,,3,0,19,4,1845.3
Lenna McGlynn,108.133.106.30,4,1,42,3,1170.7
Vivien Hartmann,59.57.63.15,1,1,44,5,1333.3
Angele Langosh,,2,0,75,3,435.06
Cuc Ratke,71.237.180.3,4,1,42,3,582.56
Salome Daniel,134.116.236.193,3,1,65,6,446.17
Lorna Kuvalis,223.227.225.91,1,1,44,1,632.39
Branden O'Connell,,2,0,84,2,187.59
Jeff Boehm,,2,0,35,4,372.77
Milton Abernathy,50.68.66.64,1,1,57,2,584.37
Jc Donnelly,,3,0,20,7,1867.2
Hubert Hand,176.9.182.62,1,1,51,4,540.32
Maynard Rice,182.16.185.202,3,1,41,1,117.65
Ruthe Luettgen,,2,0,41,2,488.96
Arturo Fisher,,2,0,37,4,59.25
Burton Daugherty,29.97.33.227,4,1,44,4,424.89
Nathanael Thiel,,2,0,66,6,485.91
Norberto O'Kon,,4,0,57,7,2943.6
Gerda Wehner,,3,0,61,2,2148.9
Paige Schmitt,,4,0,42,1,1097.1
Bibi Jacobson,,2,0,31,7,229.68
Wilton Conroy,27.16.179.247,4,1,28,8,1544.1
Julian Gutmann,,4,0,24,5,1864.0
Karina Kohler,,3,0,28,2,577.08
Rochelle Schroeder,112.255.94.236,4,1,26,8,1197.9
Reda Wisozk,,4,0,50,1,2374.0
Gigi Brekke,163.43.172.62,1,1,51,7,189.22
Amberly Greenfelder,,2,0,54,3,60.739
Harvey Waelchi,,4,0,34,2,483.02
Edwardo Rohan,,2,0,58,3,48.12
Edgar Roob,,3,0,59,2,1882.1
Suzy Nicolas,,4,0,18,7,639.83
Ramiro Kassulke,172.74.239.45,4,1,43,6,1861.9
Yulanda Torphy,,2,0,70,4,365.24
Jake Kuhlman,,2,0,73,5,196.05
Hang Weber,142.197.34.119,1,1,31,4,987.23
Nickolas Murray,,3,0,55,2,1833.0
Ronald Gutmann,,2,0,50,5,211.83
Candace Haag,,2,0,38,6,38.659
Herman Moen,,2,0,49,3,257.2
Ty Baumbach,,4,0,18,7,1448.9
Julee Reilly,53.148.255.110,4,1,53,4,1180.6
Mardell Lubowitz,58.28.252.59,4,1,22,4,1232.8
Sheree Stroman,66.209.2.56,1,1,56,8,587.09
Hisako Price,,4,0,51,7,2823.9
Zachary Lemke,249.228.166.150,1,1,66,4,569.55
Pablo Ullrich,,4,0,43,4,1016.0
Demarcus Mraz,,2,0,37,4,192.98
Audrey Tremblay,237.200.83.197,4,1,53,3,810.35
Hee Wunsch,,3,0,37,2,2893.8
Oma Ziemann,,4,0,42,2,2680.8
Royal Schaefer,194.34.229.37,4,1,36,4,1660.7
Colton Hermann,101.161.80.231,4,1,37,7,1210.5
Howard Senger,151.131.243.95,1,1,42,3,323.97
Ehtel Pfeffer,180.119.9.107,4,1,36,4,600.49
Jc Stokes,132.171.227.56,4,1,23,7,1685.5
Emile Schneider,80.85.229.47,3,1,73,5,301.8
Berry Hirthe,,2,0,54,5,424.01
Sanjuanita Roberts,49.22.59.41,4,1,52,6,127.09
Belkis Heaney,,3,0,29,7,1705.6
Shaun Reichert,,2,0,48,6,214.49
Laticia Glover,219.191.236.95,1,1,37,5,759.15
Nestor Schmidt,,2,0,62,5,206.13
Bryon Mills,115.182.87.220,4,1,31,1,234.39
James Lynch,201.164.90.29,1,1,31,2,420.55
Peter Upton,,4,0,20,5,1144.8
Apryl Sanford,109.158.111.81,4,1,29,1,933.06
Ellamae Turner,219.237.93.169,1,1,61,3,325.52
Stephen Ryan,,4,0,60,3,2353.9
Nannette Hane,,2,0,38,1,399.11
Kaitlin Cronin,,4,0,19,7,1307.6
Carita Langosh,,4,0,23,5,980.77
Tobi Greenfelder,,2,0,79,2,287.12
Claude Bechtelar,84.7.80.48,4,1,28,6,1412.6
Elliot Heller,79.184.246.80,3,1,45,6,931.2
Ryan Predovic,75.98.84.85,4,1,33,6,1564.4
Vernon Doyle,,2,0,82,3,78.887
Gary Mueller,,3,0,33,1,567.58
Vincenzo Labadie,,2,0,53,1,323.78
Latonya McCullough,70.209.149.94,3,1,68,4,217.41
Chadwick Trantow,12.255.254.123,4,1,38,1,598.6
Tommie Glover,10.200.130.149,4,1,29,6,952.02
Rheba Bogan,91.56.2.31,3,1,43,3,780.51
Clifford Keeling,186.184.170.26,4,1,24,3,1421.3
Preston Bosco,,3,0,58,6,1918.3
Jarrod Kirlin,56.78.156.110,3,1,48,8,346.85
Jaime Legros,,2,0,51,5,384.1
Vonnie Jacobi,211.123.84.178,1,1,34,3,1390.5
Kerstin Hodkiewicz,,4,0,40,2,322.01
Ambrose Paucek,118.181.40.249,4,1,30,3,1947.5
Alonzo Feeney,,4,0,22,4,1594.3
Deanne Bechtelar,34.201.154.232,1,1,46,3,268.28
Mora Price,,4,0,35,7,2157.3
Keneth Von,,2,0,48,4,181.12
Desire Cummings,,2,0,74,2,128.2
Bryce Kessler,36.191.173.75,1,1,37,2,133.51
Ming Bergnaum,150.198.248.143,4,1,29,2,366.15
Theresia Daniel,69.218.117.158,3,1,55,5,754.76
Ferdinand Doyle,,4,0,53,7,2204.0
Toby Heller,,3,0,19,2,1679.9
Jenee Collins,,4,0,18,7,253.2
Miki Hegmann,161.161.102.234,3,1,55,5,256.65
Gilberto Gottlieb,,2,0,62,1,448.53
Rachal Torphy,,2,0,37,5,428.41
Sunni Jenkins,55.67.52.212,1,1,48,5,422.48
Rosia Wisoky,,3,0,31,4,1038.8
Lakita Wolf,,2,0,74,3,198.9
Gita Bednar,213.66.150.153,4,1,51,7,1516.5
Barney Lynch,,4,0,20,3,1847.9
Ellis Mosciski,243.114.55.132,1,1,71,8,607.44
Terresa Mitchell,16.186.85.7,3,1,45,6,944.93
Glenn Hoppe,151.21.198.75,3,1,56,3,241.97
Ferdinand Nicolas,245.241.98.175,3,1,39,1,121.95
Monroe Wunsch,216.124.55.149,1,1,30,8,1682.0
Boyce Feil,104.227.2.211,3,1,71,4,543.12
Taneka Quigley,,4,0,49,3,2790.6
Ira Braun,48.18.49.174,1,1,38,7,147.95
Titus Schneider,165.16.119.255,1,1,45,5,373.21
Julio Jewess,114.57.56.164,1,1,23,1,1479.8
Lesley Aufderhar,224.114.154.92,3,1,40,4,877.03
Grace Kuvalis,,2,0,70,2,114.24
Domenica Lynch,,4,0,50,7,757.09
Daniele Shields,242.31.40.167,1,1,48,2,679.37
Emanuel Swift,,2,0,29,8,192.83
Hye Roob,,2,0,72,1,5.7216
Marcelo Reichert,,4,0,49,2,1440.6
Booker Goyette,,2,0,36,6,29.978
Beata Wintheiser,36.108.154.196,4,1,35,5,800.1
Bradly Stoltenberg,,2,0,32,4,297.47
Amanda Douglas,22.53.7.247,3,1,46,6,821.2
Lauri Goyette,,4,0,41,4,1239.9
Nancey McKenzie,,4,0,56,6,2097.6
Corazon Cartwright,,3,0,50,8,2259.5
Brendan Hermann,,3,0,36,2,442.57
Leeanna McClure,175.187.76.209,1,1,69,6,477.73
Vivien Douglas,,4,0,28,1,1963.0
Gene Rippin,,4,0,62,8,1192.1
Pasty O'Connell,144.63.247.4,4,1,21,1,1373.3
Brian Wilkinson,,2,0,48,3,486.16
Annamarie Flatley,169.62.193.28,4,1,36,2,1973.5
Kim Kunze,89.57.228.34,4,1,37,1,1388.5
Mauro Zboncak,,2,0,67,7,177.9
Pete Johnston,,2,0,34,5,100.09
Tiny Stiedemann,,2,0,45,2,454.28
Evita Prosacco,,2,0,37,4,89.933
Fatimah Breitenberg,,2,0,67,7,9.8808
Val Stark,,2,0,65,2,93.282
Torrie O'Keefe,,2,0,84,5,273.26
Bradford Kiehn,,3,0,56,7,974.81
Amos Rice,,4,0,36,8,374.08
Jimmy Gleichner,192.140.27.185,4,1,50,2,104.55
Terrance West,,4,0,24,8,439.81
Elisabeth Vandervort,,3,0,19,2,584.49
Skye Glover,171.119.239.60,3,1,56,7,831.09
Conception Raynor,176.27.158.197,4,1,24,6,799.06
Tenisha Donnelly,195.166.139.96,1,1,40,4,937.85
Art Von,,2,0,69,5,353.89
Johnathon Shields,,4,0,44,7,2329.5
Dana Fritsch,163.150.51.237,4,1,21,7,1833.9
Stacy Padberg,,4,0,27,3,1483.6
Carmelo Prosacco,35.253.107.81,3,1,52,6,122.02
Jeanmarie Schaden,,4,0,29,4,286.59
Monroe Brown,120.158.98.153,3,1,42,5,335.14
Billye Hirthe,,4,0,40,7,1925.0
Wesley Hegmann,,2,0,69,4,480.18
Frederick Denesik,,2,0,37,8,445.1
Shayne Schuppe,117.37.117.188,1,1,33,3,125.38
Dirk Weber,16.17.104.168,1,1,52,2,413.1
Kaila Hauck,,2,0,51,7,429.01
Maricela Skiles,,4,0,32,7,2681.2
Kelsi Mayert,115.209.29.170,4,1,53,3,495.53
Julius Rowe,,2,0,72,5,337.03
Rosalee Gerlach,,2,0,30,7,292.23
Efrain Price,,2,0,47,2,209.22
Nicky Padberg,,4,0,49,5,1563.5
Carita Price,,2,0,84,8,108.62
Alex Streich,,4,0,44,5,2014.0
Sherell Kohler,99.179.139.108,1,1,49,3,993.14
Arnoldo Spencer,29.231.230.39,3,1,27,5,54.927
Rashad Gibson,,2,0,31,4,180.43
Jorge Steuber,14.110.99.193,4,1,26,6,56.911
Delbert Keeling,,2,0,35,6,162.99
Jae Kovacek,,2,0,64,4,299.39
Lonnie Batz,,2,0,53,6,291.84
Sang Stiedemann,,4,0,43,2,2559.0
Lorelei Reichel,,2,0,60,4,82.152
Mertie Morissette,,3,0,50,4,1488.1
Rey Daugherty,,2,0,60,4,424.42
Eustolia Hermann,220.69.80.44,1,1,71,4,443.11
Lane Nitzsche,127.231.47.106,1,1,35,8,552.31
Issac Bashirian,243.83.20.76,4,1,41,7,415.36
Eric Jones,,2,0,52,3,311.65
Shon Ernser,,2,0,80,4,17.582
Neville Bechtelar,,2,0,33,2,122.07
Patricia Jenkins,2.79.130.210,1,1,58,4,996.65
Arvilla Purdy,195.17.135.53,4,1,28,5,1770.4
Buck Ankunding,,4,0,20,8,521.66
Chanell Goyette,,3,0,36,8,806.8
Oswaldo Wolf,126.185.54.198,4,1,28,4,68.539
Carmen Howell,24.147.116.81,3,1,68,7,421.33
Billie Marquardt,105.138.182.21,3,1,58,7,477.95
Latrice Stanton,,4,0,44,6,2171.2
Lezlie Pfeffer,,3,0,54,3,238.39
Parthenia Casper,84.53.154.1,4,1,38,6,1244.8
Eldon Waters,,2,0,36,1,477.78
Eleanore Schinner,7.46.91.207,4,1,41,5,1700.6
Martha Nienow,,4,0,23,2,2385.5
Tyson Thiel,,2,0,57,7,25.652
Gayle Hayes,89.197.18.155,3,1,44,7,896.0
Frances Goldner,88.248.33.88,1,1,22,7,699.4
Evan Jakubowski,,4,0,39,3,711.62
Ashlea Runolfsson,,4,0,56,3,2097.8
Raymond Kunze,,4,0,37,5,1373.2
Chana Hilll,,2,0,48,3,23.333
Josue Wintheiser,15.64.128.239,1,1,33,2,1376.2
Loreta Heaney,172.85.33.154,1,1,51,2,866.34
Scot Denesik,,2,0,63,1,276.7
Tiera Aimonetti,,3,0,34,3,2106.0
Mary Lowe,,4,0,51,3,2964.4
Carter Bayer,143.81.6.197,1,1,37,6,157.05
Truman Padberg,44.1.52.179,1,1,53,6,1646.5
Margaret Mann,,4,0,40,6,2244.8
Moshe Ratke,,4,0,39,1,2700.9
Brady Jakubowski,,2,0,45,6,303.92
Randa Walter,,4,0,22,6,1842.3
Pete Hahn,240.193.5.248,1,1,22,5,1793.0
Carmen Gerhold,58.204.222.96,4,1,41,4,1299.6
Devin Dach,,4,0,48,4,1705.5
Krystin Legros,,4,0,41,2,2063.1
Vince Trantow,,2,0,34,3,419.55
Latoyia Rolfson,220.27.145.71,1,1,63,2,912.15
Berniece D'Amore,85.174.143.174,3,1,32,6,416.07
Gwenn King,,4,0,27,5,2937.1
Elmira VonRueden,179.152.141.132,3,1,64,1,472.21
Juan McClure,18.90.45.69,1,1,39,5,338.84
Jazmin Klocko,45.69.53.224,4,1,35,2,791.56
Lauretta Kirlin,,3,0,28,4,2131.9
Kraig Crooks,176.86.60.195,4,1,33,7,1366.9
Johnie Kutch,,2,0,73,6,128.62
Delicia Eichmann,254.220.195.183,3,1,67,2,318.6
Barney Sawayn,211.142.194.122,3,1,47,7,634.56
Harvey Wiegand,,2,0,66,4,24.153
Chung Zboncak,205.246.242.87,1,1,36,1,658.59
Ha Glover,219.61.47.1,1,1,55,8,623.29
Sarai Metz,,2,0,47,8,240.68
Jamison Wiegand,171.58.58.110,1,1,61,5,608.71
Leia Romaguera,42.12.207.37,4,1,44,7,1191.9
Angel Fisher,48.196.172.137,4,1,19,2,1062.0
Providencia Von,,3,0,34,5,1840.8
Anton Stroman,,2,0,64,7,379.23
Kelly Maggio,170.14.212.16,1,1,36,6,365.05
Chanell Hyatt,130.42.47.70,1,1,43,5,638.67
Clare Hyatt,144.67.98.102,4,1,41,7,1822.2
Vance Crona,215.10.35.192,1,1,50,5,549.97
Charlette Rohan,140.44.146.157,4,1,33,7,1999.0
Douglass Lowe,,3,0,21,1,441.4
Venus Koelpin,,3,0,39,3,1685.4
Aldo Gleichner,181.32.92.224,1,1,61,5,783.25
Arica Carter,157.120.252.63,4,1,35,8,1115.7
Adolph Quitzon,94.246.18.1,1,1,62,4,52.665
Marty Daugherty,73.228.227.171,1,1,38,6,131.59
Gwen Sawayn,33.159.183.96,1,1,27,5,722.9
Sheilah Nitzsche,,3,0,62,8,594.87
Willard Brekke,,2,0,74,3,485.66
Marshall Braun,,2,0,78,3,449.13
Terrance Gusikowski,,2,0,39,4,236.25
Jaye Von,,2,0,72,3,284.99
Sherwood Christiansen,83.167.6.218,4,1,22,4,1823.5
Tennille O'Hara,225.81.62.100,1,1,25,5,1277.6
Deeanna Von,76.84.255.138,4,1,33,2,1412.7
Arvilla Shanahan,,4,0,61,7,1100.5
Judie Metz,,2,0,63,2,347.77
Vernice Kshlerin,,4,0,36,3,2098.8
Vincent Hessel,,2,0,53,5,250.56
Monroe Douglas,77.56.37.168,1,1,42,4,657.77
Alfreda O'Conner,,2,0,36,7,71.327
Thelma Ruecker,33.143.91.115,4,1,20,4,1182.5
Austin Runte,,2,0,46,4,394.94
Bertram Orn,,2,0,78,1,354.63
Alaina Rogahn,56.250.237.157,4,1,34,5,482.83
Brant Koelpin,,2,0,47,5,75.426
Dania Donnelly,,4,0,51,7,2327.4
Archie Pollich,43.136.33.182,1,1,52,6,883.32
Rodrigo Nolan,130.36.24.109,4,1,26,5,1566.0
Ricky Stark,,4,0,37,1,509.81
Lynn Schaefer,222.233.28.65,1,1,24,5,1762.4
Altagracia Adams,,2,0,69,1,259.22
Tanner Koch,246.164.230.88,3,1,30,4,823.71
Peter Welch,,2,0,64,3,80.199
Deon Kunde,,2,0,82,1,122.43
Rayford Carroll,102.180.187.62,3,1,68,8,250.39
Antione Cronin,,3,0,37,4,2142.5
Freida West,,2,0,37,3,210.61
Shavonda Dach,,2,0,56,8,230.56
Jim Erdman,95.185.143.179,1,1,28,6,1623.6
Otelia Collins,,3,0,41,2,2929.0
Dagmar Tremblay,30.231.79.30,3,1,24,3,817.64
Priscilla Kreiger,233.59.148.104,4,1,30,5,1870.2
Philip Hyatt,88.43.104.214,3,1,71,5,433.79
Johnnie Thiel,70.147.249.90,1,1,46,3,463.06
Freeman Nikolaus,,2,0,46,6,321.0
Randee Orn,,2,0,73,2,348.8
Berniece McGlynn,,3,0,47,4,1206.4
Marco Gibson,,2,0,48,5,218.68
Despina Ledner,36.49.69.145,3,1,31,5,581.46
Katia Jones,,2,0,73,2,127.65
Graham Witting,,3,0,20,4,2304.7
Dave Deckow,,2,0,41,6,24.257
Stefania Rath,,3,0,52,7,1567.3
Debbie Macejkovic,,4,0,47,7,1727.4
Cammie Harris,31.172.88.236,4,1,45,3,100.71
Lorenzo Jenkins,,2,0,59,5,95.54
Demetrius Tremblay,,2,0,36,1,370.82
Alyce Rodriguez,,2,0,35,2,362.61
Sunshine Upton,,3,0,45,4,1689.6
Many Bogisich,,2,0,45,4,208.81
Kyle Harber,,4,0,51,7,2994.7
Sang Bode,25.69.86.156,1,1,66,2,724.27
Corrina Brakus,,2,0,50,6,180.23
Otha Grady,,4,0,24,7,2066.6
Aundrea Dare,162.207.147.14,1,1,19,8,568.79
Gabriel Little,,3,0,44,8,2651.7
Erlene Koch,138.4.74.82,3,1,25,5,840.11
Keeley Rippin,13.19.143.30,1,1,40,3,516.22
Domenic Konopelski,,4,0,57,1,1639.4
Brice Langworth,,3,0,46,6,1140.4
Chere Spinka,,2,0,52,4,274.86
Lilliam Schoen,70.252.12.154,3,1,52,3,241.82
Buster Gerhold,237.99.16.57,3,1,28,3,869.9
Spencer Lockman,114.235.17.191,3,1,32,1,906.79
January Stroman,,2,0,42,2,242.75
Jaimee Stiedemann,,2,0,39,5,76.276
Frank Bogisich,214.211.18.81,3,1,44,5,321.97
Velia Crist,40.188.82.86,3,1,73,3,138.3
Saul Hudson,,4,0,53,2,2381.9
Rosa Miller,121.181.56.191,4,1,53,7,747.22
Iola Heathcote,224.25.171.232,4,1,25,7,1205.7
Brenton Rice,,2,0,45,4,40.746
Caleb Flatley,187.148.83.21,3,1,56,6,128.33
Albina Mitchell,,4,0,60,2,1791.6
Lucilla Homenick,,2,0,40,5,47.306
Dexter Mills,,4,0,27,3,1151.1
Manual Prosacco,,2,0,38,7,499.01
Fonda McDermott,165.28.67.137,3,1,30,4,288.57
Dylan Fisher,,4,0,32,7,2799.4
Gwendolyn Labadie,182.101.36.68,4,1,23,2,1922.4
Emerson Bogan,,3,0,59,6,153.75
Sang DuBuque,153.157.14.164,1,1,51,2,1790.3
Gordon Bernier,102.52.76.211,4,1,48,5,614.76
Ricardo Lakin,180.28.63.161,3,1,40,5,902.73
Fern Dooley,12.212.121.21,1,1,31,4,1061.3
Darryl Volkman,85.15.85.69,1,1,63,3,894.57
Spencer Moore,200.68.208.117,3,1,31,4,663.25
Shelby Kulas,,2,0,82,2,309.91
Ali Reichert,74.54.62.78,4,1,45,6,1410.5
Amanda Weber,,3,0,27,3,2426.4
Mike Kessler,181.80.251.171,4,1,23,7,1079.9
Maxwell Sawayn,,2,0,30,2,129.5
Sherill Reilly,,2,0,66,6,488.12
Eloisa Bartell,39.248.18.227,4,1,34,3,172.93
Billie Price,88.3.240.163,1,1,69,3,647.86
Alicia Heller,113.166.37.31,3,1,50,3,764.49
Velva Robel,,2,0,80,6,124.23
Malena Sauer,245.122.31.175,3,1,51,7,688.25
Tesha Daniel,,3,0,39,4,2873.8
Hunter Reynolds,37.176.116.146,3,1,26,2,783.73
Hilton Walsh,,2,0,47,1,450.98
Kenton Heidenreich,,2,0,36,4,128.02
Elfriede Gorczany,,2,0,70,2,180.44
Rod Bartoletti,220.170.220.181,4,1,54,8,478.34
Emerita Price,,2,0,83,1,446.58
Arlie Kirlin,85.144.234.147,3,1,26,8,531.56
Doreatha Roob,,2,0,50,6,301.0
Elroy Kirlin,,3,0,44,6,881.88
Rick Hagenes,218.89.183.36,3,1,32,7,241.86
Ladawn Sipes,45.184.53.114,3,1,38,3,959.91
Marti Kautzer,102.135.127.202,4,1,25,3,594.65
Arthur Tillman,118.237.164.252,3,1,66,7,270.83
Bernard Fadel,126.53.207.205,4,1,25,5,710.72
Denyse Anderson,,4,0,58,6,1474.6
Titus Kertzmann,114.1.187.90,4,1,41,4,1697.8
Selina Wintheiser,154.172.241.213,3,1,26,7,891.17
Sanora Keebler,,4,0,59,6,2490.9
Enid Ryan,175.77.211.80,3,1,32,2,501.03
Lavette Boyle,,2,0,72,3,274.47
Rufus Kuhn,,4,0,53,5,2127.1
Meridith Schneider,224.5.130.143,1,1,44,7,514.5
Modesto Lesch,,2,0,33,7,262.21
Eugene Wehner,,3,0,52,4,405.9
Miranda Nicolas,143.218.236.209,4,1,53,3,1747.6
Holly Kuhlman,201.87.123.237,1,1,44,8,1673.5
Frances Kuvalis,239.41.62.47,1,1,46,7,798.46
Eduardo Corkery,,2,0,62,3,83.833
Alejandro Boyer,184.101.228.176,3,1,34,6,471.8
Shannon Wunsch,,2,0,58,6,150.83
Yang Schmitt,12.219.189.72,3,1,35,4,561.3
Kris Trantow,,2,0,33,2,204.15
Edna Spencer,,4,0,44,1,2813.8
Verlie Denesik,16.97.72.43,1,1,37,4,622.73
Juana Ratke,233.231.196.244,4,1,29,1,1766.1
Francesco Strosin,155.68.207.215,1,1,50,6,584.22
Jason Larkin,227.164.110.120,4,1,38,8,1290.0
Jan Runolfsson,8.26.224.156,3,1,54,5,238.75
Leonel Blick,,4,0,26,5,2968.3
Theo Hackett,229.46.207.46,1,1,31,3,1215.5
Marti Jewess,165.144.25.161,4,1,47,8,1444.0
Teddy Botsford,,4,0,60,6,2699.8
Jean Collins,70.66.203.93,4,1,28,1,186.21
Chi Thiel,,2,0,85,3,280.2
Sharan Swift,213.132.133.224,4,1,42,8,1900.8
Grover Breitenberg,216.133.87.177,1,1,30,4,1147.1
Larita Reichert,,4,0,38,8,2074.9
Kiera Rempel,,2,0,52,1,131.84
Annabel Zboncak,,4,0,48,6,152.62
Lawerence Reynolds,39.19.92.206,4,1,36,5,116.82
Lakenya Gislason,,4,0,20,3,1267.6
Hank Kunde,,4,0,39,4,1664.2
Quintin Kuhn,129.66.118.126,1,1,58,5,533.91
Katie Rolfson,62.42.116.186,3,1,43,6,952.64
Edmundo Powlowski,,4,0,39,2,1828.1
Cleo O'Connell,60.31.245.180,4,1,53,4,558.91
Elaine Lowe,239.30.189.120,4,1,37,1,1130.5
Lavonda Steuber,178.155.18.148,3,1,46,6,634.33
Harrison Oberbrunner,,4,0,39,1,621.22
Ralph Donnelly,130.110.97.2,4,1,34,3,1485.4
Helaine Hayes,,3,0,59,7,928.41
Pamala Kiehn,103.224.176.72,1,1,44,8,429.78
Joycelyn Greenfelder,,2,0,37,2,336.16
Jennefer Wilkinson,,2,0,30,7,477.98
Logan Gleason,,4,0,38,2,911.71
Marlon Nolan,,2,0,43,2,54.609
Kraig King,78.1.137.228,1,1,44,7,474.41
Odell Rutherford,126.252.241.202,1,1,46,8,1649.6
Emanuel Becker,,4,0,44,6,332.13
Colby Stiedemann,74.82.254.124,3,1,42,7,286.31
Miquel Kreiger,238.98.24.47,1,1,51,3,438.27
Darrick Lowe,,2,0,32,1,467.42
Nichol Brown,,2,0,63,4,288.28
Lamar Kuhn,,3,0,52,4,722.83
Signe Homenick,,4,0,47,2,2700.5
Raleigh Pfannerstill,,2,0,30,7,144.7
Rory Ebert,,4,0,37,5,1670.0
Minh Volkman,62.82.27.201,1,1,59,4,428.3
Alline Schmitt,139.252.196.152,3,1,35,3,252.4
Angelita Watsica,,2,0,33,6,430.84
Tereasa Predovic,,2,0,61,4,237.83
Leta Gislason,,2,0,30,4,290.13
Reinaldo Kreiger,15.233.145.34,4,1,46,5,1751.8
Riley Rogahn,,4,0,30,3,1651.0
Gilbert Johns,241.106.237.88,3,1,32,6,256.82
Minh Berge,87.245.18.169,1,1,72,6,794.72
Jesse Tremblay,202.31.168.169,4,1,53,6,1019.6
Verena Conn,3.252.13.212,4,1,44,4,401.02
Qiana Dach,123.157.235.149,4,1,44,1,349.06
Kristen Rempel,,2,0,56,3,441.99
Isiah West,,2,0,83,4,407.69
Elenora Crona,115.169.188.237,1,1,45,5,990.2
Bianca Gutmann,,4,0,58,3,2325.9
Maisha Schmidt,,2,0,83,7,427.97
Kendall Bahringer,,3,0,32,7,1801.5
Steve Spencer,102.177.164.62,4,1,29,2,874.32
Jan Larson,,4,0,55,3,2237.6
Lianne Goodwin,154.129.244.225,4,1,20,4,859.33
Clifford Satterfield,,2,0,38,4,45.052
Jewell Wolf,,4,0,37,8,2805.4
Donnell Powlowski,,4,0,52,3,502.49
Mitchel Rodriguez,,3,0,30,7,1545.7
Adalberto Schamberger,,4,0,62,6,2077.1
Brenna Haag,,4,0,56,7,2518.1
Danilo Durgan,,2,0,67,5,309.2
Inge Nolan,,2,0,30,5,403.48
Annemarie Rohan,,2,0,39,6,64.581
Nicky Glover,,2,0,69,1,92.89
Florentino Romaguera,124.49.138.3,4,1,25,2,494.02
Chong Waters,105.56.102.117,1,1,25,3,276.02
Guillermo Hilll,,4,0,20,2,960.31
Darcie Connelly,,4,0,30,3,664.81
Tricia Johnston,,4,0,24,5,690.38
Devorah Funk,57.62.12.139,3,1,45,7,93.37
Carline Cassin,217.111.166.240,1,1,67,7,83.805
